Brand,Model,Type,Gender,Size,Color,Material,Price
0,228,7,0,11,32,20,220.0
7,51,1,1,8,56,18,65.0
2,45,1,0,11,1,0,85.0
6,59,0,1,8,67,10,130.0
9,78,11,0,0,10,0,55.0
4,3,7,1,9,39,27,80.0
1,118,10,0,12,13,14,70.0
3,80,5,0,2,1,10,65.0
8,144,16,1,6,1,14,60.0
5,14,1,0,10,67,10,90.0
5,14,1,0,11,67,10,90.0
0,161,1,1,7,1,20,130.0
7,232,10,0,0,67,14,120.0
2,150,1,1,10,52,0,75.0
6,43,10,0,12,1,14,90.0
9,193,11,0,10,10,23,70.0
4,104,10,1,10,8,14,130.0
1,134,10,0,2,39,14,80.0
3,159,5,1,7,67,28,75.0
8,111,16,0,11,1,14,65.0
5,235,10,1,10,13,14,120.0
0,228,1,0,2,32,20,220.0
7,51,1,1,8,56,18,65.0
2,45,1,0,11,60,0,85.0
6,200,5,1,5,1,22,65.0
9,78,11,0,9,39,0,50.0
4,91,10,1,11,39,14,120.0
1,120,10,0,0,1,14,160.0
3,69,5,1,10,67,28,75.0
8,155,10,0,12,13,14,90.0
5,20,1,1,8,35,10,120.0
5,22,10,0,2,63,29,170.0
0,206,1,1,10,68,10,80.0
7,232,10,0,11,39,14,120.0
2,45,1,0,4,0,0,85.0
6,43,10,1,8,10,14,90.0
9,193,11,0,11,10,23,70.0
4,3,1,1,8,39,22,80.0
1,120,10,0,4,1,14,160.0
3,159,5,1,12,43,28,75.0
8,203,16,0,0,1,14,59.0
5,14,1,1,9,67,10,90.0
0,12,10,0,1,13,14,140.0
7,163,15,1,7,10,28,130.0
2,150,1,0,10,52,0,65.0
6,59,0,1,8,67,10,130.0
9,194,1,0,0,10,0,50.0
4,100,10,1,10,58,14,100.0
1,129,10,0,3,1,14,120.0
3,185,5,1,9,67,28,65.0
8,110,10,0,11,12,14,125.0
5,235,10,1,8,56,14,120.0
5,39,1,0,0,68,10,100.0
0,161,10,1,8,43,20,140.0
7,163,4,0,3,1,14,130.0
2,150,1,1,10,67,0,65.0
6,43,10,0,12,12,14,120.0
9,192,11,0,11,10,23,65.0
4,2,1,1,8,59,24,100.0
1,117,10,0,0,14,14,120.0
3,80,1,1,11,67,10,80.0
8,145,16,0,1,6,14,60.0
5,14,1,1,9,67,10,90.0
0,206,1,0,0,10,10,85.0
7,51,1,1,7,56,18,60.0
2,45,1,0,2,39,0,85.0
6,59,0,1,8,67,10,130.0
9,194,1,0,10,10,0,50.0
4,3,1,1,10,52,24,80.0
1,114,10,0,12,1,14,120.0
3,147,0,1,9,73,10,95.0
8,72,16,0,12,39,8,70.0
5,14,1,0,11,67,10,90.0
0,161,7,1,7,39,20,140.0
7,165,15,0,3,1,14,130.0
2,45,1,1,10,31,0,85.0
6,200,1,0,1,10,22,65.0
9,193,11,0,9,10,0,70.0
4,2,7,1,9,72,25,90.0
1,134,10,0,0,39,14,80.0
3,159,5,1,7,56,13,75.0
8,155,16,0,12,1,14,80.0
5,189,10,1,6,56,7,160.0
0,219,10,0,12,67,20,180.0
7,232,10,1,9,13,14,120.0
2,150,1,0,11,67,0,65.0
6,43,10,1,7,39,14,90.0
9,78,11,0,0,1,0,50.0
4,92,14,0,3,35,30,135.0
1,120,10,1,10,13,14,160.0
3,185,5,0,2,10,28,75.0
8,139,10,1,8,1,14,60.0
5,14,1,0,2,67,10,90.0
0,161,10,1,7,56,20,130.0
7,163,15,0,1,1,14,130.0
2,150,1,1,10,67,0,65.0
6,59,0,0,11,1,10,130.0
9,193,11,1,8,10,23,70.0
4,2,1,0,11,52,25,100.0
1,124,10,1,7,67,14,180.0
3,224,5,0,2,39,28,75.0
8,108,10,1,9,8,14,95.0
5,39,1,0,4,67,10,100.0
0,219,10,1,5,13,20,180.0
7,51,1,0,12,1,18,65.0
2,45,1,1,11,31,0,85.0
6,43,10,0,0,12,14,120.0
9,78,11,1,6,60,0,50.0
4,103,10,0,2,12,14,110.0
1,137,14,1,9,39,14,70.0
3,170,1,0,0,67,10,70.0
8,157,16,1,7,39,14,80.0
5,188,10,0,1,13,7,160.0
5,188,10,1,7,1,7,160.0
0,206,1,0,1,70,13,85.0
7,165,15,1,10,56,6,130.0
2,45,1,0,3,79,0,85.0
6,43,10,1,11,39,14,80.0
9,193,11,0,11,10,2,65.0
4,2,7,1,7,13,25,90.0
1,134,10,0,11,10,17,80.0
3,159,5,1,9,56,13,70.0
8,139,10,0,9,1,14,60.0
5,14,1,1,10,67,10,90.0
0,161,1,0,12,10,14,130.0
7,83,10,1,6,1,14,100.0
2,30,0,0,4,60,13,120.0
6,172,7,1,8,67,13,110.0
9,78,11,0,9,52,0,50.0
4,104,10,1,10,56,17,130.0
1,120,10,0,0,1,17,160.0
3,211,5,1,11,1,13,65.0
8,145,16,0,12,1,14,60.0
5,15,1,0,2,67,10,90.0
0,161,7,1,9,58,20,130.0
7,164,4,0,1,1,28,130.0
2,47,1,0,12,10,0,85.0
6,43,10,1,11,19,14,90.0
9,193,11,0,0,10,23,70.0
4,2,7,1,8,35,26,90.0
1,120,10,0,12,39,14,160.0
3,159,5,1,8,69,13,75.0
8,73,15,0,9,52,14,65.0
5,23,10,1,6,43,14,120.0
0,219,10,0,3,10,20,180.0
7,55,1,1,10,58,10,80.0
2,150,1,0,11,52,0,65.0
6,59,0,1,7,10,10,130.0
9,78,11,0,12,60,0,50.0
4,100,10,1,10,1,14,90.0
1,128,10,0,0,1,14,150.0
3,222,5,1,10,69,13,75.0
5,15,1,0,2,67,10,90.0
0,161,7,1,9,58,20,130.0
7,164,4,0,1,1,28,130.0
2,47,1,0,12,10,0,85.0
6,43,10,1,11,19,14,90.0
9,193,11,0,0,10,23,70.0
4,2,7,1,8,35,26,90.0
1,120,10,0,12,39,14,160.0
3,159,5,1,8,69,13,75.0
8,73,15,0,9,52,14,65.0
5,23,10,1,6,43,14,120.0
0,219,10,0,3,10,20,180.0
7,55,1,1,10,58,10,80.0
2,150,1,0,11,52,0,65.0
6,59,0,1,7,10,10,130.0
9,78,11,0,12,60,0,50.0
4,100,10,1,10,1,14,90.0
1,128,10,0,0,1,14,150.0
3,222,5,1,10,69,13,75.0
5,14,1,0,2,67,10,90.0
0,161,7,1,8,56,20,130.0
7,165,4,0,12,39,8,130.0
2,45,1,1,12,1,0,85.0
6,41,10,0,0,39,14,120.0
9,192,11,0,9,62,23,70.0
4,2,7,1,6,59,25,100.0
1,129,10,0,3,1,14,120.0
3,210,5,1,9,21,10,75.0
8,155,10,1,8,52,14,90.0
5,23,10,0,12,13,14,120.0
0,206,1,1,10,68,10,85.0
7,51,1,0,0,39,18,65.0
2,150,1,0,12,67,0,65.0
6,172,7,1,8,1,16,110.0
9,194,11,0,11,10,0,50.0
4,104,10,1,11,36,14,130.0
1,123,10,0,11,39,14,160.0
3,159,5,1,8,67,10,75.0
8,62,16,0,2,67,10,65.0
5,22,10,1,9,63,13,170.0
5,14,7,0,2,67,10,90.0
0,227,7,1,10,28,20,220.0
7,164,15,0,12,9,30,130.0
2,45,1,1,7,51,0,85.0
6,40,7,0,0,10,13,80.0
9,193,11,1,11,62,23,70.0
4,104,10,0,10,16,14,130.0
1,117,10,1,8,68,14,120.0
3,64,5,0,2,73,13,65.0
8,157,10,1,6,10,14,90.0
5,23,10,0,4,1,14,120.0
0,206,1,1,8,29,10,80.0
7,51,1,0,1,30,19,65.0
2,150,1,1,9,10,0,65.0
6,200,7,0,10,10,22,65.0
9,78,11,1,5,10,0,50.0
4,92,13,0,0,9,17,135.0
1,118,10,1,11,1,14,75.0
3,159,5,0,4,74,29,65.0
5,14,1,0,11,67,10,90.0
0,161,7,1,9,1,20,140.0
7,164,4,0,1,1,14,130.0
2,150,1,0,10,67,0,70.0
6,43,10,1,7,39,14,80.0
9,193,11,0,1,10,2,70.0
4,104,10,1,11,71,14,130.0
1,133,10,0,12,13,14,150.0
3,159,5,1,10,56,10,80.0
8,144,16,0,2,1,14,65.0
5,189,10,1,10,56,7,160.0
0,219,10,0,10,67,20,180.0
7,35,1,1,8,79,13,90.0
2,45,1,0,7,60,0,85.0
6,160,7,1,5,56,10,90.0
9,78,11,0,12,10,0,50.0
4,89,10,1,0,39,14,130.0
1,123,10,0,12,1,14,160.0
3,225,5,1,8,67,10,70.0
8,202,15,0,9,39,14,55.0
5,22,10,1,8,63,10,170.0
